Company,Rating,Reviews,Service_Type,Headquarters
Renault,3.9,573,Automobile,Chennai
AVEVA,3.9,573,Software Product,Hyderabad
Haldiram Snacks,3.8,575,Food Processing,Noida
Solara Active Pharma Sciences,3.7,572,Pharma,Visakhapatnam
Innovaccer,2.7,571,Software Product,Noida
Virtual Employee,3.2,570,Recruitment,Noida
Amara Raja Infra,4.0,570,Engineering & Construction,Hyderabad
Macawber Beekay,4.2,568,Industrial Machinery,Noida
Vimta Labs,3.3,568,Clinical Research,Hyderabad
The Times of India,3.6,568,Media & Entertainment,New Delhi
GSPANN Technologies,4.0,568,IT Services & Consulting,Hyderabad
Allianz Partners,3.7,568,Insurance,Gurugram
L & W Constructions,4.0,569,Engineering & Construction,Bengaluru
My Home Constructions,4.3,568,Real Estate,Hyderabad
Roop Polymers,3.9,569,Auto Components,Gurugram
Micromax Informatics,3.9,567,Consumer Electronics & Appliances,New Delhi
Toothsi,2.7,567,Internet,Mumbai
Bharat Fritz Werner,3.9,566,Industrial Machinery,Bengaluru
Craftsman Automation,3.7,566,Auto Components,Coimbatore
MUTHOOT HOMEFIN (I) LTD.,3.8,566,NBFC,Mumbai
Kellogg Brown and Root,4.1,566,Engineering & Construction,Chennai
Innominds Software,3.2,565,IT Services & Consulting,Hyderabad
Herbalife International,4.0,566,Healthcare,Bengaluru
United Spirits,4.0,564,Beverage,Bengaluru
Artemis Hospitals,4.1,564,Healthcare,Gurugram
Saksoft,3.4,565,IT Services & Consulting,Bengaluru
Sulzer,3.9,563,Industrial Machinery,Pune
Practo,2.9,563,Internet,Bengaluru
Regalix,2.7,563,Marketing & Advertising,Hyderabad
Innovatiview India Ltd,4.2,564,Emerging Technologies,Noida
BLK Super Speciality Hospital,3.9,564,Healthcare,New Delhi
Tracxn,2.5,562,Internet,Bengaluru
RAK Ceramics,3.7,563,Building Material,Mumbai
Enco Engineers Combine,3.7,562,Auto Components,Gurugram
RuralShores,3.7,561,BPO,Bengaluru
Unimoni,3.9,561,Travel & Tourism,Chennai
Courtyard by Marriott,4.3,561,Hospitality,Mumbai
Welspun Enterprises,4.1,561,Engineering & Construction,Mumbai
Brigade Group,4.0,560,Real Estate,Bengaluru
Offshore Infrastructures,4.1,561,Engineering & Construction,Mumbai
Indian Bank,3.4,559,Banking,Chennai
Legrand,3.7,559,Electrical Equipment,Mumbai
Yokohama,3.5,559,Auto Components,Bahadurgarh
Head Field Solutions,4.3,558,Recruitment,Noida
Fena,4.0,559,FMCG,New Delhi
Vidal Health Insurance,3.6,558,Insurance,Bengaluru
Statusneo,4.1,564,IT Services & Consulting,Gurugram
National Australia Bank,3.0,558,Banking,Gurugram
DFM Foods,4.0,557,FMCG,New Delhi
BOBCARD Ltd.,4.0,556,NBFC,Mumbai
Propertypistol Realty,3.8,556,Internet,Mumbai
Ralson Tyres Limited,3.7,556,Auto Components,Ludhiana
PC Solutions,4.4,555,IT Services & Consulting,New Delhi
Kidzee,4.0,555,EdTech,Kolkata
GUS Education India,3.1,556,Education & Training,Hyderabad
ThoughtSol Infotech Limited,4.6,555,IT Services & Consulting,New Delhi
Eicher Motors,4.0,555,Automobile,Indore
Inox Wind,3.8,554,Power,Noida
General Motors,4.0,554,Automobile,Pune
Scaler Academy,3.5,555,EdTech,Bengaluru
FMC Corporation,3.9,554,Agro Chemicals,Bharuch
Voya India,3.7,554,Financial Services,Bengaluru
Sterling,4.0,554,Healthcare,Mumbai
Zolo,3.4,554,Internet,Bengaluru
Hi Tech Gears,4.0,553,Auto Components,Bhiwadi
Micron Electricals,4.1,554,Engineering & Construction,Bengaluru
Z X Learning,4.3,553,EdTech,Lucknow
RadiSys,3.7,553,Telecom,Bengaluru
Utility Powertech,3.9,552,Power,New Delhi
Sanmina Sci,4.1,552,Electronics Manufacturing,Chennai
NMDC Limited,4.1,552,Metals & Mining,Jagdalpur
Insolutions Global,3.3,553,FinTech,Mumbai
Mobikwik,3.3,554,FinTech,Gurugram
Gayatri Projects,4.0,552,Engineering & Construction,Hyderabad
Tuaman Engineering,4.3,552,Engineering & Construction,Kolkata
Adda 247,3.4,551,EdTech,Gurugram
Hafele,3.9,550,Furniture & Furnishing,Mumbai
Maini Precision Products,3.4,550,Auto Components,Bengaluru
Dusters Total Solutions Services,3.9,551,Facility Management Services,Bengaluru
Capital Business Systems,3.5,551,IT Services & Consulting,New Delhi
Pierian Services,3.2,550,Management Consulting,Bengaluru
Aptus Value Housing Finance India,4.0,549,NBFC,Chennai
Bharat Gears,4.0,549,Auto Components,Faridabad
Reliance Life Sciences,3.7,549,Clinical Research,Mumbai
Emaar India Limited,3.5,549,Real Estate,Gurugram
Spectrum Talent Management,3.6,549,Recruitment,Noida
Pitti Engineering,3.7,549,Industrial Machinery,Hyderabad
Dr. Agarwal's Eye Hospital,3.7,549,Healthcare,Chennai
Zycus Infotech,2.5,548,Software Product,Mumbai
ExxonMobil,3.7,547,Oil & Gas,Bengaluru
RSM India,3.3,548,Accounting & Auditing,Mumbai
Suprajit Engineering,3.8,546,Auto Components,Bengaluru
Canon,4.0,546,Consumer Electronics & Appliances,Gurugram
RSB Transmissions,3.9,546,Auto Components,Pune
Maxgen Technologies,4.5,546,IT Services & Consulting,Pune
Webskitters,3.8,555,IT Services & Consulting,Kolkata
Vedanta Resources,3.6,544,Metals & Mining,Udaipur
OutworX,3.5,545,IT Services & Consulting,Pune
Hamdard,3.9,545,FMCG,New Delhi
Castrol,4.3,544,Petrochemicals,Mumbai
Atomberg Technologies,3.8,544,Consumer Electronics & Appliances,Pune
RMC Readymix,3.6,546,Building Material,Mumbai
5paisa Capital Ltd.,4.1,543,Financial Services,Mumbai
Mecon,3.8,542,Metals & Mining,Ranchi
Dhani Healthcare,3.4,541,FinTech,Gurugram
Cpf India,4.0,542,Food Processing,Bengaluru
V.S.T Tillers Tractors,3.5,541,Industrial Machinery,Bengaluru
Chemplast Sanmar,3.4,541,Chemicals,Salem
S P Singla Constructions,3.4,540,Engineering & Construction,Patna
N.C.L. Industries,3.7,540,Building Material,Hyderabad
BharatPe,3.3,541,FinTech,Gurugram
Insuremile,4.7,539,Internet,Bengaluru
CompuCom,3.8,539,IT Services & Consulting,Pune
Systra Consulting,4.0,539,Engineering & Construction,New Delhi
Consero Global Solutions,3.0,539,Financial Services,Bengaluru
Metalman Auto,3.8,539,Auto Components,Chhatrapati Sambhajinagar
Alight Solutions,3.2,538,IT Services & Consulting,Gurugram
Uttar Pradesh Power Corporation,4.0,537,Power,Lucknow
SunTec Web Services,3.2,538,BPO,New Delhi
Infiniti Research,3.3,537,Analytics & KPO,Bengaluru
F1 Info Solutions and Services,3.6,537,IT Services & Consulting,Noida
Stylebaazar,3.9,537,Retail,Kolkata
Satyam Auto Components,3.8,536,Auto Components,Gurugram
Kokilaben Dhirubhai Ambani Hospital,3.8,536,Healthcare,Mumbai
Vestige,4.3,536,Fitness & Wellness,New Delhi
Sheela Foam,4.0,536,Furniture & Furnishing,Noida
WAA SOLAR,5.0,2,Power,New Delhi
Bharti Infratel,4.7,535,Telecom,Gurugram
CDK Global,3.8,535,IT Services & Consulting,Hyderabad
Morepen Laboratories,3.8,535,Pharma,New Delhi
Wellness Forever Medicare,3.8,535,Retail,Mumbai
Metro Group of Hospitals,3.8,535,Healthcare,New Delhi
Coats,3.6,534,Fashion & Textile,Bengaluru
House Of Anita Dongre,3.9,534,Fashion & Textile,Mumbai
African Industries,4.0,534,Iron & Steel,Lagos
Dalmia Bharat Group,3.8,533,Building Material,New Delhi
Macquarie Group,3.1,533,Financial Services,Gurugram
Wockhardt Hospital,3.8,533,Healthcare,Mumbai
Williams Lea,3.6,533,BPO,Chennai
Chaayos,3.3,533,Hospitality,New Delhi
JK Tech,3.8,532,IT Services & Consulting,Bengaluru
Metriqe Solutions,3.9,532,BPO,Chennai
Stock Holding Corporation of India,3.6,531,Financial Services,Mumbai
Galaxy Surfactants,3.9,531,Chemicals,Mumbai
Amar Ujala,3.8,532,Printing & Publishing,Noida
Hitech Projects Limited,4.6,531,Engineering & Construction,Ahmedabad
DM Immigration Consultant,1.0,530,Other,Bengaluru
TÜV Rheinland,4.2,530,"Testing, Inspection and Certification (TIC)",Bengaluru
EC-Council,4.0,530,EdTech,Hyderabad
India Private Driver,,--,Travel & Tourism,Pune
AT&T,3.7,529,Telecom,Bengaluru
Ramraj Cotton,4.0,529,Fashion & Textile,Tiruppur
Addverb Technologies,3.5,530,Industrial Automation,Noida
FinThrive,3.4,530,Analytics & KPO,New Delhi
Jindal Power Limited,4.2,528,Power,Raigarh
LearningMate Solutions,2.9,528,EdTech,Mumbai
Safari Industries India,4.0,528,Retail,Mumbai
Lakme,4.2,528,Beauty & Personal Care,Mumbai
HSBC Global Banking and Markets,3.9,529,Banking,Bengaluru
Hero Cycles,3.2,527,Automobile,Ludhiana
Foray Software,3.5,527,IT Services & Consulting,Hyderabad
Signature Global,3.8,527,Real Estate,Gurugram
CMR Green Technologies,3.4,526,Metals & Mining,Faridabad
Akal Information Systems,4.4,527,Software Product,New Delhi
CTS Consulting & Technical Support,3.7,526,Engineering & Construction,Chennai
Telenor,4.1,526,Telecom,Gurugram
Muthoot MCred,3.4,527,NBFC,Bengaluru
Micron Technology,3.7,526,Semiconductors,Hyderabad
Ascent Business Solutions,3.4,526,Healthcare,Hyderabad
Walkaroo International,3.6,527,Fashion & Textile,Coimbatore
Great Learning,3.4,526,EdTech,Bengaluru
MathCo,3.2,526,Analytics & KPO,Bengaluru
Ge India Industrial,4.1,525,Industrial Machinery,Pune
Ziqitza Health Care,3.9,525,Healthcare,Mumbai
Vivanta by Taj,4.2,524,Hospitality,New Delhi
Kalyani Technoforge,3.9,526,Auto Components,Pune
PEGATRON,3.9,526,Electronics Manufacturing,Chennai
BKT Tyres,4.2,524,Auto Components,Bhuj
MindGate Solutions,3.1,524,IT Services & Consulting,Mumbai
Hindusthan National Glass,3.8,523,Packaging,Bahadurgarh
Tradeshala,4.5,522,Education & Training,Bengaluru
ACTE,4.6,522,Education & Training,Chennai
Alchemy Techsol India,3.4,524,IT Services & Consulting,Bengaluru
Axa XL,3.7,522,Insurance,Gurugram
Nivea,4.1,523,Beauty & Personal Care,Mumbai
Gyan Dairy,4.0,521,Food Processing,Lucknow
Securitas,3.8,521,Law Enforcement & Security,Gurugram
ATS Infrastructure,4.1,520,Real Estate,Noida
Johnson Matthey,3.8,520,Metals & Mining,Gurugram
Karvy Data Management Services,4.0,520,Analytics & KPO,Hyderabad
InCred Finance,3.8,521,NBFC,Mumbai
ServiceNow,3.8,520,Software Product,Hyderabad
Bluestone.com,3.3,520,Jewellery,Bengaluru
Mobile Programming,2.8,519,IT Services & Consulting,Bengaluru
RapiPay,3.6,519,FinTech,Noida
Aparna Enterprises,3.9,520,Building Material,Hyderabad
BCG,3.6,519,Management Consulting,Gurugram
ZEISS India,3.7,519,Industrial Machinery,Bengaluru
Rusan Pharma,3.4,519,Pharma,Dehradun
Protium Finance,3.7,519,NBFC,Mumbai
Lotus Herbals Private Limited,4.1,518,Beauty & Personal Care,New Delhi
Deloitte Digital,3.7,518,IT Services & Consulting,Bengaluru
OMICS International,2.5,517,Printing & Publishing,Hyderabad
Communications Test Design,3.7,517,IT Services & Consulting,Bengaluru
Yardi Systems,3.6,517,Software Product,Pune
Epiroc,4.0,517,Industrial Machinery,Bengaluru
Realty Assistant,3.7,517,Real Estate,Noida
DiGibizz,,--,Mumbai +162 other locations,
Quikr,3.6,516,Internet,Bengaluru
Sarovar Hotels & Resorts,4.0,517,Hospitality,New Delhi
QUICK HEAL TECHNOLOGIES,3.6,516,Software Product,Pune
Cuemath,3.4,515,EdTech,Bengaluru
Ministry of Defence,4.4,515,Government,New Delhi
TRINAMIX,4.4,515,IT Services & Consulting,Pune
QHTalbros,3.8,516,Auto Components,Gurugram
Orcapod Consulting Services,2.9,516,IT Services & Consulting,Hyderabad
LIC Housing Finance,3.9,515,NBFC,Mumbai
Poorvika Mobiles,3.9,515,Retail,Chennai
Athenahealth Technology,3.9,515,Hospitality,Chennai
Markets and Markets,2.7,514,Analytics & KPO,Pune
Mars International India,4.2,514,Food Processing,Hyderabad
Vishvaraj Environment,4.1,513,Waste Management,Nagpur
ASM Technologies,3.4,513,Engineering & Construction,Bengaluru
Pace Setters Business Solutions,3.4,512,BPO,Mumbai
Cairn Vedanta Oil and Gas,3.7,512,Oil & Gas,Barmer
Rakuten,3.5,512,Internet,Bengaluru
Voltech,3.5,512,Electrical Equipment,Chennai
Nelito System,3.2,511,IT Services & Consulting,Mumbai
Tractebel,4.1,512,Power,Gurugram
IDS Infotech,3.8,511,IT Services & Consulting,Chandigarh
Hinduja Tech,3.1,511,IT Services & Consulting,Chennai
Par Health,4.2,510,Pharma,Indore
Centum Learning,3.8,510,Education & Training,New Delhi
TAO Digital,3.5,511,IT Services & Consulting,Hyderabad
LogixHealth,3.4,510,Analytics & KPO,Bengaluru
Sri Krishna Pharmaceuticals,3.9,510,Pharma,Hyderabad
Techwave Consulting,3.6,510,IT Services & Consulting,Hyderabad
Gilbarco Veeder Root,3.7,509,Industrial Machinery,Mumbai
Iol Chemicals & Pharmaceuticals,3.8,509,Pharma,Barnala
Pepperfry,3.0,508,Hospitality,Mumbai
Leighton Contractors,4.0,508,Engineering & Construction,Mumbai
QBurst Technologies,4.2,507,Software Product,Kochi
N+A,3.8,508,Financial Services,Bengaluru
Emerson Electric Co.,4.0,507,Software Product,Pune
2COMS,3.1,507,Recruitment,Kolkata
EID Parry (India),3.9,506,Food Processing,Chennai
Kirby Building Systems,3.9,506,Building Material,Hyderabad
Comcast,3.9,506,Telecom,Chennai
Infovision,3.6,506,IT Services & Consulting,Pune
Global Autotech,3.9,506,Auto Components,Greater Noida
KRBL Limited,3.8,506,Food Processing,Noida
Moon Beverages,3.8,506,Beverage,New Delhi
Varuna Integrated Logistics,3.7,505,Logistics,Gurugram
CARE,4.3,505,Non-Profit,Patna
MediBuddy,3.3,505,Internet,Bengaluru
Value Point Systems,3.5,505,IT Services & Consulting,Bengaluru
India Post,3.7,505,Government,Bengaluru
Saxo Bank,3.8,506,Banking,Gurugram
BharatMatrimony.com,3.9,505,Internet,Chennai
Avalara Technologies,2.8,502,Software Product,Pune
Texmo Industries,3.7,503,Industrial Machinery,Coimbatore
Invesco,3.6,503,Financial Services,Hyderabad
CollegeDekho,2.7,505,EdTech,Gurugram
Romsons Group Of Industries,3.7,504,Medical Equipment,Agra
House of EdTech,4.2,503,Marketing & Advertising,Kolkata
Visa,3.4,502,FinTech,Bengaluru
Namaste India Foods,4.0,503,Food Processing,Kanpur
L. N. Malviya Infra Projects Group,3.1,502,Engineering & Construction,Bhopal
Allana Group of Companies,3.7,503,Food Processing,Mumbai
Welspun Transformation Services Limited,4.1,502,IT Services & Consulting,Ahmedabad
Mahanagar Gas,4.2,502,Oil & Gas,Mumbai
Vakrangee,3.6,501,BPO,Mumbai
India Glycols,4.0,501,Chemicals,Kashipur
Encube Ethicals,3.7,501,Pharma,Mumbai
Knowledgeworks Global,2.9,501,Printing & Publishing,Mumbai
Jiva Ayurvedic Pharmacy,3.8,502,Faridabad +46 other locations,
Symbiotec Pharmalab,3.9,501,Pharma,Indore
Siemens Healthineers,3.9,500,Healthcare,Bengaluru
Flowserve,3.7,500,Industrial Machinery,Bengaluru
Cosmo Films,3.7,499,Packaging,Chhatrapati Sambhajinagar
Buzzworks Business Services,3.6,500,Recruitment,Chennai
Kellton,2.9,500,IT Services & Consulting,Gurugram
Otsuka Pharmaceutical India Private Limited,4.1,499,Pharma,Ahmedabad
C-Edge Technologies,3.7,499,IT Services & Consulting,Mumbai
Titagarh Rail Systems,2.6,502,Railways,Kolkata
Medikabazaar,4.2,500,Medical Equipment,Mumbai
Equiniti,3.6,499,Financial Services,Chennai
NTPC GE Power Services,3.9,499,Power,Jharsuguda
Future Lifestyle Fashion,4.2,498,Retail,Bengaluru
Paradeep Phosphates,3.8,499,Agro Chemicals,Paradip
WM Universal Solutions Private Limited,3.6,498,Waste Management,Indore
Maersk Line,4.0,498,Logistics,Pune
Samsung Display,3.7,498,Electronics Manufacturing,Noida
Everforth Quinnox,3.9,498,IT Services & Consulting,Bengaluru
Ppap Automotive,3.7,497,Auto Components,Noida
AIG Hospital,4.2,498,Healthcare,Hyderabad
Think Gas Ludhiana,3.6,497,Oil & Gas,Chennai
Mediamint,2.8,497,Marketing & Advertising,Hyderabad
GD Goenka Public School,3.3,497,Education & Training,New Delhi
Common Service Centres,4.4,497,Government,New Delhi
SUEZ Group,4.2,496,Waste Management,New Delhi
HealthifyMe,2.7,496,Internet,Bengaluru
Lite Bite Foods,4.4,496,Hospitality,New Delhi
Aditya Birla Housing Finance,3.8,495,NBFC,Mumbai
Matrix Business Services,3.5,495,Analytics & KPO,Chennai
NJ India Invest,3.7,495,Financial Services,Surat
Technico Industries,3.6,494,Auto Components,Gurugram
SBI Mutual Fund,3.7,495,Financial Services,Mumbai
Fynd,2.9,494,Software Product,Mumbai
Thales,3.5,496,Defence & Aerospace,Noida
Giesecke & Devrient,3.4,493,IT Services & Consulting,Gurugram
Bira 91,3.3,493,Beverage,New Delhi
Alpla,3.9,492,Packaging,Hyderabad
Juniper Networks,4.2,492,Hardware & Networking,Bengaluru
Jumbotail Technologies,3.6,492,Retail,Bengaluru
Bridgestone India Automotive Products,4.1,491,Auto Components,Gurugram
Numeric UPS,4.0,491,Electrical Equipment,Chennai
ESDS Software Solutions,3.3,490,IT Services & Consulting,Nashik
Akamai Technologies,4.4,490,Software Product,Bengaluru
Clove Dental,4.0,490,Healthcare,New Delhi
Xanadu,3.6,490,Real Estate,Mumbai
Aludecor Lamination,3.8,492,Building Material,Haridwar
Grindwell Norton,3.6,490,Industrial Machinery,Bengaluru
Mediterranean Shipping Company,4.0,490,Ports & Shipping,Chennai
RND Softech,3.1,491,BPO,Coimbatore
Plastic Omnium,3.7,490,Automobile,Pune
Godrej Interio,3.9,489,Furniture & Furnishing,Mumbai
Gopal Snacks Limited,4.2,489,FMCG,Rajkot
Clix Capital Services,4.0,489,NBFC,Gurugram
Ivrcl Infrastructures & Projects,4.3,488,Engineering & Construction,Hyderabad
Cadbury,4.3,488,Food Processing,Mumbai
Go First,3.9,488,Aviation,Mumbai
TresVista,2.3,488,Analytics & KPO,Pune
ZF Friedrichshafen,3.8,488,Auto Components,Chennai
Trimax IT Infrastructure Services,3.7,487,IT Services & Consulting,Mumbai
Sany Heavy Industry,3.6,487,Industrial Machinery,Pune
Kaynes Technology,3.1,487,Electronics Manufacturing,Mysuru
Honda Logistics,3.5,487,Logistics,Bhiwadi
National Commodities Management Services,4.0,487,Agriculture,Gurugram
Onshore Construction,3.7,487,Engineering & Construction,Mumbai
Dow Chemical International Private Limited,3.5,487,Chemicals,Mumbai
Cloud4C,3.5,487,IT Services & Consulting,Hyderabad
Westin,4.1,486,Hospitality,Mumbai
Xerox,3.7,486,Printing & Publishing,Bengaluru
Sadbhav Engineering,4.2,485,Engineering & Construction,Ahmedabad
MKC Infrastructure Ltd.,3.4,485,Engineering & Construction,Gandhinagar
Tetra Pak,4.1,485,Packaging,Pune
Avery Dennison,3.7,485,Packaging,Bengaluru
Confidence Petroleum India,3.2,487,Oil & Gas,Nagpur
Mikuni,4.1,484,Auto Components,Neemrana
Nash Industries,3.3,485,Industrial Machinery,Bengaluru
Shalimar Paints,3.5,484,Chemicals,Gurugram
Bhilosa Industries,3.6,484,Fashion & Textile,Dadra
Saud Bahwan Group,3.7,483,Automobile,Muscat
Landis+Gyr,2.9,483,Electrical Equipment,Noida
Greenpanel Industries,3.9,484,Furniture & Furnishing,Srikalahasti
Star Bazaar,3.7,483,Retail,Mumbai
Jindal Aluminium,3.9,483,Metals & Mining,Bengaluru
Grant Thornton Bharat,3.4,484,Accounting & Auditing,Gurugram
CS TECH Ai,3.9,483,IT Services & Consulting,Nagpur
Suzlon Global Services,3.8,482,Pune +64 other locations,
Thought Focus,3.3,483,IT Services & Consulting,Bengaluru
Meghmani Organics,3.8,482,Chemicals,Bharuch
Atyati Technologies,3.9,483,IT Services & Consulting,Bengaluru
Cera Sanitaryware,4.0,482,Building Material,Ahmedabad
Purplle.com,3.5,484,Retail,Mumbai
Speridian Technologies,3.5,481,IT Services & Consulting,Bengaluru
Liberty General Insurance,3.6,481,Insurance,Mumbai
Teradata,3.5,481,Software Product,Hyderabad
Keysight Technologies,3.8,481,Electronics Manufacturing,Gurugram
Central Public Works Department,4.1,481,Government,New Delhi
Paharpur Cooling Towers,3.9,480,Industrial Machinery,Kolkata
Gulf Oil Lubricants,4.1,481,Oil & Gas,Mumbai
Espire Infolabs,2.3,480,IT Services & Consulting,Gurugram
Visaka Industries,3.8,480,Building Material,Hyderabad
Sayaji Hotels,4.1,479,Hospitality,Indore
GM Modular,3.8,479,Electrical Equipment,Mumbai
Stryker,3.8,479,Medical Equipment,Gurugram
Tata International,3.5,479,Import & Export,Mumbai
Henkel Adhesives Technologies,4.1,479,Chemicals,Pune
Riya Travel,3.6,479,Travel & Tourism,Mumbai
LuLu Group International,3.4,479,Retail,Kochi
Jupiter Hospital,4.0,479,Healthcare,Pune
Yethi Consulting,3.4,479,IT Services & Consulting,Bengaluru
Ramco Industries,4.1,479,Building Material,Chennai
Qcon,4.3,479,Engineering & Construction,Mumbai
AIRBUS,3.6,478,Aviation,Bengaluru
MagicPin,2.5,478,Internet,Gurugram
Anthem Biosciences,3.9,478,Pharma,Bengaluru
Bhagwati Products,3.5,478,Consumer Electronics & Appliances,Noida
Allied Blenders & Distillers,4.0,479,Beverage,Mumbai
Bharat Seats,3.7,478,Auto Components,Gurugram
McNally Bharat Engineering,3.9,478,Engineering & Construction,Kolkata
Prime Focus Technologies,3.0,477,Software Product,Bengaluru
NBTC GROUP,3.4,477,Oil & Gas,Chennai
In Time Tec Visionsoft,3.2,477,IT Services & Consulting,Jaipur
Realme,3.6,477,Consumer Electronics & Appliances,Gurugram
Hyundai Glovis,3.6,477,Logistics,Anantapur
Dana India,4.0,476,Auto Components,Pune
Bahwan Engineering,4.0,476,Engineering & Construction,Muscat
Revent Group,3.8,476,Auto Components,Gurugram
Pawzz,4.6,477,Gurugram +14 other locations,
GHCL Limited,3.9,475,Chemicals,Sutrapada
